unique_id,ds,NHITS
Rocket_Launch,2025-01-01,6.724209
Rocket_Launch,2025-02-01,6.362812
Rocket_Launch,2025-03-01,6.4963365
Rocket_Launch,2025-04-01,6.267872
Rocket_Launch,2025-05-01,6.3910227
Rocket_Launch,2025-06-01,6.403518
Rocket_Launch,2025-07-01,6.431698
Rocket_Launch,2025-08-01,6.2112074
Rocket_Launch,2025-09-01,6.6193614
Rocket_Launch,2025-10-01,6.263006
Rocket_Launch,2025-11-01,6.2122426
Rocket_Launch,2025-12-01,5.9964743
